id,name,alcoholic,category,glassType,instructions,ingredients,ingredientMeasures,combinedIngredients
257,New York Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.","['Blended whiskey', 'Lemon', 'Sugar', 'Red wine', 'Lemon', 'Cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', ' (Claret)\n', None, None]","['Blended whiskey (2 oz)', 'Lemon (Juice of 1/2)', 'Sugar (1 tsp)', 'Red wine ((Claret))', 'Lemon', 'Cherry']"
258,Nutty Irishman,Alcoholic,Shake,Highball Glass,Serve over ice,"['Baileys irish cream', 'Frangelico', 'Milk']","['1 part ', '1 part ', '1 part ']","['Baileys irish cream (1 part)', 'Frangelico (1 part)', 'Milk (1 part)']"
259,National Aquarium,Alcoholic,Ordinary Drink,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,"['Rum', 'Vodka', 'Gin', 'Blue Curacao', 'Sour mix', 'Lemon-lime soda']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '2 oz ', '1 splash ']","['Rum (1/2 oz)', 'Vodka (1/2 oz)', 'Gin (1/2 oz)', 'Blue Curacao (1/2 oz)', 'Sour mix (2 oz)', 'Lemon-lime soda (1 splash)']"
260,New York Lemonade,Alcoholic,Cocktail,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,"['Absolut Citron', 'Grand Marnier', 'Lemon juice', 'Club soda']","['2 oz ', '1 oz ', '2 oz sweetened ', '1 oz ']","['Absolut Citron (2 oz)', 'Grand Marnier (1 oz)', 'Lemon juice (2 oz sweetened)', 'Club soda (1 oz)']"
261,Nuked Hot Chocolate,Non alcoholic,Cocoa,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.","['Cocoa powder', 'Sugar', 'Vanilla extract', 'Milk']","['2 tsp ', '1 tsp ', '1/2 tsp ', '12 oz ']","['Cocoa powder (2 tsp)', 'Sugar (1 tsp)', 'Vanilla extract (1/2 tsp)', 'Milk (12 oz)']"
262,Orgasm,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.","['Creme de Cacao', 'Amaretto', 'Triple sec', 'Vodka', 'Light cream']","['1/2 oz white ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 oz ']","['Creme de Cacao (1/2 oz white)', 'Amaretto (1/2 oz)', 'Triple sec (1/2 oz)', 'Vodka (1/2 oz)', 'Light cream (1 oz)']"
263,Old Pal,Alcoholic,Cocktail,Nick and Nora Glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.","['Rye whiskey', 'Campari', 'Dry Vermouth']","['2 oz', '1 oz', '1 oz']","['Rye whiskey (2 oz)', 'Campari (1 oz)', 'Dry Vermouth (1 oz)']"
264,Orangeade,Non alcoholic,Cocktail,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.","['Lemon juice', 'Orange juice', 'Sugar syrup', 'Soda water']","['5 cl ', '15 cl ', '2-3 cl ', None]","['Lemon juice (5 cl)', 'Orange juice (15 cl)', 'Sugar syrup (2-3 cl)', 'Soda water']"
265,Orange Whip,Alcoholic,Other / Unknown,Collins Glass,Pour ingredients over ice and stir.,"['Orange juice', 'Rum', 'Vodka', 'Cream', 'Ice']","['4 oz ', '1 oz ', '1 oz ', '1 package ', 'Over ']","['Orange juice (4 oz)', 'Rum (1 oz)', 'Vodka (1 oz)', 'Cream (1 package)', 'Ice (Over)']"
266,Orange Crush,Alcoholic,Shot,Shot glass,Add all ingredients to tumbler-Pour as shot,"['Vodka', 'Triple sec', 'Orange juice']","['1 oz ', '1 oz ', '1 oz ']","['Vodka (1 oz)', 'Triple sec (1 oz)', 'Orange juice (1 oz)']"
267,Orange Oasis,Alcoholic,Ordinary Drink,Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.","['Cherry brandy', 'Gin', 'Orange juice', 'Ginger ale']","['1/2 oz ', '1 1/2 oz ', '4 oz ', None]","['Cherry brandy (1/2 oz)', 'Gin (1 1/2 oz)', 'Orange juice (4 oz)', 'Ginger ale']"
268,Old Fashioned,Alcoholic,Cocktail,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.","['Bourbon', 'Angostura bitters', 'Sugar', 'Water']","['4.5 cL', '2 dashes', '1 cube', 'dash']","['Bourbon (4.5 cL)', 'Angostura bitters (2 dashes)', 'Sugar (1 cube)', 'Water (dash)']"
269,Oreo Mudslide,Alcoholic,Ordinary Drink,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.","['Vodka', 'Kahlua', 'Baileys irish cream', 'Vanilla ice-cream', 'Oreo cookie']","['1 oz ', '1 oz ', '1 oz ', '2 scoops ', '1 ']","['Vodka (1 oz)', 'Kahlua (1 oz)', 'Baileys irish cream (1 oz)', 'Vanilla ice-cream (2 scoops)', 'Oreo cookie (1)']"
270,Oatmeal Cookie,Alcoholic,Cocktail,Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.","['Kahlua', 'Baileys irish cream', 'Butterscotch schnapps', 'Jagermeister', 'Goldschlager']","['2 parts', '2 parts', '4 parts', '1 part', '1/2 part']","['Kahlua (2 parts)', 'Baileys irish cream (2 parts)', 'Butterscotch schnapps (4 parts)', 'Jagermeister (1 part)', 'Goldschlager (1/2 part)']"
271,Orange Push-up,Alcoholic,Ordinary Drink,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,"['Spiced rum', 'Grenadine', 'Orange juice', 'Sour mix']","['1.5 oz ', '0.5 oz ', '4 oz ', '1 splash ']","['Spiced rum (1.5 oz)', 'Grenadine (0.5 oz)', 'Orange juice (4 oz)', 'Sour mix (1 splash)']"
272,Orange Rosemary Collins,Alcoholic,Cocktail,Highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,"['Gin', 'Orange Juice', 'Lemon Juice', 'Rosemary Syrup', 'Soda Water', 'Rosemary', 'Orange Peel']","['1 shot', 'Top', 'Top', '25 ml', 'Top', 'Garnish with', 'Garnish with']","['Gin (1 shot)', 'Orange Juice (Top)', 'Lemon Juice (Top)', 'Rosemary Syrup (25 ml)', 'Soda Water (Top)', 'Rosemary (Garnish with)', 'Orange Peel (Garnish with)']"
273,Orange Scented Hot Chocolate,Non alcoholic,Cocoa,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.","['Milk', 'Chocolate', 'Orange peel', 'Espresso', 'Nutmeg']","['2 cups ', '4 oz chopped bittersweet or semi-sweet ', '3 2-inch strips ', '1/2 tsp instant ', '1/8 tsp ground ']","['Milk (2 cups)', 'Chocolate (4 oz chopped bittersweet or semi-sweet)', 'Orange peel (3 2-inch strips)', 'Espresso (1/2 tsp instant)', 'Nutmeg (1/8 tsp ground)']"
274,Owen's Grandmother's Revenge,Alcoholic,Ordinary Drink,Highball glass,Add ingredients and mix in blender.,"['Whiskey', 'Beer', 'Lemonade', 'Ice']","['12 oz ', '12 oz ', '12 oz frozen ', '1 cup crushed ']","['Whiskey (12 oz)', 'Beer (12 oz)', 'Lemonade (12 oz frozen)', 'Ice (1 cup crushed)']"
275,Paloma,Alcoholic,Cocktail,Collins glass,Stir together and serve over ice.,"['Grape Soda', 'Tequila']","['3 oz', '1 1/2 oz']","['Grape Soda (3 oz)', 'Tequila (1 1/2 oz)']"
276,Paradise,Alcoholic,Ordinary Drink,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,"['Gin', 'Apricot Brandy', 'Orange Juice']","['7 parts', '4 parts', '3 parts ']","['Gin (7 parts)', 'Apricot Brandy (4 parts)', 'Orange Juice (3 parts)']"
277,Pink Gin,Alcoholic,Ordinary Drink,White wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.","['Bitters', 'Gin']","['3 dashes ', '2 oz ']","['Bitters (3 dashes)', 'Gin (2 oz)']"
278,Pegu Club,Alcoholic,Cocktail,Cocktail glass,"Shake, strain, up, cocktail glass","['Gin', 'Orange Curacao', 'Lime Juice', 'Angostura Bitters', 'Orange Bitters']","['1 1/2 oz', '3/4 oz', '3/4 oz', '1 dash', '1 dash']","['Gin (1 1/2 oz)', 'Orange Curacao (3/4 oz)', 'Lime Juice (3/4 oz)', 'Angostura Bitters (1 dash)', 'Orange Bitters (1 dash)']"
279,Pink Lady,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","['Gin', 'Grenadine', 'Light cream', 'Egg white']","['1 1/2 oz ', '1 tsp ', '1 tsp ', '1 ']","['Gin (1 1/2 oz)', 'Grenadine (1 tsp)', 'Light cream (1 tsp)', 'Egg white (1)']"
280,Pink Moon,Alcoholic,Cocktail,Whiskey Glass,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!","['Gin', 'Coconut Liqueur', 'Elderflower cordial', 'Lime Juice', 'Blackberries']","['1 shot', '1 shot', '25 ml', '30 ml', 'Garnish with']","['Gin (1 shot)', 'Coconut Liqueur (1 shot)', 'Elderflower cordial (25 ml)', 'Lime Juice (30 ml)', 'Blackberries (Garnish with)']"
281,Penicillin,Alcoholic,Cocktail,Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.","['Blended Scotch', 'Lemon Juice', 'Honey syrup', 'Ginger Syrup', 'Islay single malt Scotch']","['2 oz', '3/4 oz', '2 tsp', '2 tsp', '1/4 oz']","['Blended Scotch (2 oz)', 'Lemon Juice (3/4 oz)', 'Honey syrup (2 tsp)', 'Ginger Syrup (2 tsp)', 'Islay single malt Scotch (1/4 oz)']"
282,Pisco Sour,Alcoholic,Cocktail,Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
","['Pisco', 'Lemon juice', 'Sugar', 'Ice', 'Egg White']","['2 oz ', '1 oz ', '1-2 tblsp ', '1', None]","['Pisco (2 oz)', 'Lemon juice (1 oz)', 'Sugar (1-2 tblsp)', 'Ice (1)', 'Egg White']"
283,Porto flip,Alcoholic,Ordinary Drink,Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.","['Brandy', 'Port', 'Egg Yolk']","['3 parts', '9 parts', '2 parts']","['Brandy (3 parts)', 'Port (9 parts)', 'Egg Yolk (2 parts)']"
284,Pina Colada,Alcoholic,Ordinary Drink,Collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.","['Light rum', 'Coconut milk', 'Pineapple']","['3 oz ', '3 tblsp ', '3 tblsp ']","['Light rum (3 oz)', 'Coconut milk (3 tblsp)', 'Pineapple (3 tblsp)']"
285,Pink Penocha,Alcoholic,Punch / Party Drink,Punch bowl,mix all ingredients into bowl keep iced stir frequently,"['Everclear', 'Vodka', 'Peach schnapps', 'Orange juice', 'Cranberry juice']","['750 ml ', '1750 ml ', '1750 ml ', '1 gal ', '1 gal ']","['Everclear (750 ml)', 'Vodka (1750 ml)', 'Peach schnapps (1750 ml)', 'Orange juice (1 gal)', 'Cranberry juice (1 gal)']"
286,Pure Passion,Alcoholic,Cocktail,Whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,"['Rum', 'Passoa', 'Lime Juice', 'Passion fruit syrup', 'Peach Bitters', 'Mint']","['40 ml', '20 ml', '30 ml', '15 ml', 'Dash', 'Garnish with']","['Rum (40 ml)', 'Passoa (20 ml)', 'Lime Juice (30 ml)', 'Passion fruit syrup (15 ml)', 'Peach Bitters (Dash)', 'Mint (Garnish with)']"
287,Popped cherry,Alcoholic,Ordinary Drink,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,"['Vodka', 'Cherry liqueur', 'Cranberry juice', 'Orange juice']","['2 oz ', '2 oz ', '4 oz ', '4 oz ']","['Vodka (2 oz)', 'Cherry liqueur (2 oz)', 'Cranberry juice (4 oz)', 'Orange juice (4 oz)']"
288,Poppy Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.","['Gin', 'Creme de Cacao']","['1 1/2 oz ', '3/4 oz white ']","['Gin (1 1/2 oz)', 'Creme de Cacao (3/4 oz white)']"
289,Port Wine Flip,Alcoholic,Ordinary Drink,Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,"['Port', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']","['1 1/2 oz ', '2 tsp ', '1 tsp ', '1 whole ', None]","['Port (1 1/2 oz)', 'Light cream (2 tsp)', 'Powdered sugar (1 tsp)', 'Egg (1 whole)', 'Nutmeg']"
290,Planter's Punch,Alcoholic,Punch / Party Drink,Collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.","['Dark rum', 'Orgeat syrup', 'Orange juice', 'Pineapple juice']","['1 part ', '1/2 part ', '2 parts ', '1 part ']","['Dark rum (1 part)', 'Orgeat syrup (1/2 part)', 'Orange juice (2 parts)', 'Pineapple juice (1 part)']"
291,Pineapple Paloma,Alcoholic,Cocktail,Collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.","['Tequila', 'Grapefruit Juice', 'Fresh Lime Juice', 'Pineapple Juice', 'Lime', 'Pepper']","['4 oz', '4 oz', '1 oz', '8 oz', 'Garnish with', 'Rimmed']","['Tequila (4 oz)', 'Grapefruit Juice (4 oz)', 'Fresh Lime Juice (1 oz)', 'Pineapple Juice (8 oz)', 'Lime (Garnish with)', 'Pepper (Rimmed)']"
292,Pornstar Martini,Alcoholic,Cocktail,Cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,"['Vodka', 'Passoa', 'Passion fruit juice', 'Lime', 'Prosecco']","['3 cl', '3 cl', '1 cl', '1 cl', '1 shot']","['Vodka (3 cl)', 'Passoa (3 cl)', 'Passion fruit juice (1 cl)', 'Lime (1 cl)', 'Prosecco (1 shot)']"
293,Planter’s Punch,Alcoholic,Cocktail,Highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,"['Dark Rum', 'Orange Juice', 'Pineapple Juice', 'Grenadine', 'Sugar Syrup', 'Angostura Bitters']","['4.5 cL', '3 cl', '3.5 cl', '1 cl', '1 cl', '4 drops']","['Dark Rum (4.5 cL)', 'Orange Juice (3 cl)', 'Pineapple Juice (3.5 cl)', 'Grenadine (1 cl)', 'Sugar Syrup (1 cl)', 'Angostura Bitters (4 drops)']"
294,Port And Starboard,Alcoholic,Ordinary Drink,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.","['Grenadine', 'Green Creme de Menthe']","['1 tblsp ', '1/2 oz ']","['Grenadine (1 tblsp)', 'Green Creme de Menthe (1/2 oz)']"
295,Port Wine Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.","['Port', 'Brandy']","['2 1/2 oz ', '1/2 tsp ']","['Port (2 1/2 oz)', 'Brandy (1/2 tsp)']"
296,Pysch Vitamin Light,Non alcoholic,Ordinary Drink,Collins Glass,Shake with ice.,"['Orange juice', 'Apple juice', 'Pineapple juice', 'Ice']","['1 part ', '1 part ', '1 part ', None]","['Orange juice (1 part)', 'Apple juice (1 part)', 'Pineapple juice (1 part)', 'Ice']"
297,Pink Panty Pulldowns,Alcoholic,Ordinary Drink,Collins Glass,Shake well,"['Sprite', 'Pink lemonade', 'Vodka']","['1 L ', '2 cups ', '2 cups ']","['Sprite (1 L)', 'Pink lemonade (2 cups)', 'Vodka (2 cups)']"
298,Passion Fruit Martini,Alcoholic,Cocktail,Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,"['Vodka', 'Sugar Syrup', 'Passion fruit juice']","['1 shot', '1/2 shot', 'Full Glass']","['Vodka (1 shot)', 'Sugar Syrup (1/2 shot)', 'Passion fruit juice (Full Glass)']"
299,Pineapple Gingerale Smoothie,Non alcoholic,Other / Unknown,Highball Glass,Throw everything into a blender and liquify.,"['Ginger', 'Pineapple']","['1/4 inch ', '1/2 ']","['Ginger (1/4 inch)', 'Pineapple (1/2)']"
300,Quentin,Alcoholic,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.","['Dark rum', 'Kahlua', 'Light cream', 'Nutmeg']","['1 1/2 oz ', '1/2 oz ', '1 oz ', '1/8 tsp grated ']","['Dark rum (1 1/2 oz)', 'Kahlua (1/2 oz)', 'Light cream (1 oz)', 'Nutmeg (1/8 tsp grated)']"
301,Queen Bee,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","['Coffee brandy', 'Lime vodka', 'Sherry']","['1 oz ', '1 1/2 oz ', '1/2 oz cream ']","['Coffee brandy (1 oz)', 'Lime vodka (1 1/2 oz)', 'Sherry (1/2 oz cream)']"
302,Quick F**K,Alcoholic,Shot,Shot glass,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream","['Kahlua', 'Midori melon liqueur', 'Baileys irish cream']","['1 part ', '1 part ', '1 part ']","['Kahlua (1 part)', 'Midori melon liqueur (1 part)', 'Baileys irish cream (1 part)']"
303,Quick-sand,Alcoholic,Ordinary Drink,Highball glass,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!","['Black Sambuca', 'Orange juice']","['25 ml ', 'Add 250 ml ']","['Black Sambuca (25 ml)', 'Orange juice (Add 250 ml)']"
304,Queen Charlotte,Alcoholic,Ordinary Drink,Collins glass,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.","['Red wine', 'Grenadine', 'Lemon-lime soda']","['2 oz ', '1 oz ', None]","['Red wine (2 oz)', 'Grenadine (1 oz)', 'Lemon-lime soda']"
305,Queen Elizabeth,Alcoholic,Ordinary Drink,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","['Dry Vermouth', 'Gin', 'Benedictine']","['1/2 oz ', '1 1/2 oz ', '1 1/2 tsp ']","['Dry Vermouth (1/2 oz)', 'Gin (1 1/2 oz)', 'Benedictine (1 1/2 tsp)']"
306,Quaker's Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","['Light rum', 'Brandy', 'Lemon', 'Raspberry syrup']","['3/4 oz ', '3/4 oz ', 'Juice of 1/4 ', '2 tsp ']","['Light rum (3/4 oz)', 'Brandy (3/4 oz)', 'Lemon (Juice of 1/4)', 'Raspberry syrup (2 tsp)']"
307,Quarter Deck Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","['Light rum', 'Sherry', 'Lime']","['1 1/2 ', '1/3 oz cream ', 'Juice of 1/2 ']","['Light rum (1 1/2)', 'Sherry (1/3 oz cream)', 'Lime (Juice of 1/2)']"
308,Rose,Alcoholic,Ordinary Drink,Cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.","['Dry Vermouth', 'Gin', 'Apricot brandy', 'Lemon juice', 'Grenadine', 'Powdered sugar']","['1/2 oz ', '1 oz ', '1/2 oz ', '1/2 tsp ', '1 tsp ', None]","['Dry Vermouth (1/2 oz)', 'Gin (1 oz)', 'Apricot brandy (1/2 oz)', 'Lemon juice (1/2 tsp)', 'Grenadine (1 tsp)', 'Powdered sugar']"
309,Radler,Alcoholic,Ordinary Drink,Highball glass,"Pour beer into large mug, slowly add the 7-up (or Sprite).","['Beer', '7-Up']","['12 oz ', '12 oz ']","['Beer (12 oz)', '7-Up (12 oz)']"
310,Rum Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.","['Light rum', 'Lemon juice', 'Sugar', 'Orange', 'Maraschino cherry']","['2 oz ', '1 oz ', '1/2 tsp superfine ', '1 ', '1 ']","['Light rum (2 oz)', 'Lemon juice (1 oz)', 'Sugar (1/2 tsp superfine)', 'Orange (1)', 'Maraschino cherry (1)']"
311,Rum Punch,Alcoholic,Punch / Party Drink,Punch bowl,Mix all ingredients in a punch bowl and serve.,"['Rum', 'Ginger ale', 'Fruit punch', 'Orange juice', 'Ice']","['mikey bottle ', 'large bottle ', '355 ml frozen ', '355 ml frozen ', 'crushed ']","['Rum (mikey bottle)', 'Ginger ale (large bottle)', 'Fruit punch (355 ml frozen)', 'Orange juice (355 ml frozen)', 'Ice (crushed)']"
312,Rum Toddy,Alcoholic,Ordinary Drink,Old-fashioned glass,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,"['Rum', 'Powdered sugar', 'Lemon peel', 'Water']","['2 oz light or dark ', '2 tsp ', '1 twist of ', '2 tsp ']","['Rum (2 oz light or dark)', 'Powdered sugar (2 tsp)', 'Lemon peel (1 twist of)', 'Water (2 tsp)']"
313,Royal Fizz,Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,"['Gin', 'Sweet and sour', 'Egg', 'Coca-Cola']","['1 oz ', '2 oz ', '1 whole ', None]","['Gin (1 oz)', 'Sweet and sour (2 oz)', 'Egg (1 whole)', 'Coca-Cola']"
314,Rum Cooler,Alcoholic,Ordinary Drink,Collins glass,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,"['Rum', 'Lemon-lime soda', 'Lemon']","['2 oz light or dark ', '4 oz ', '1 ']","['Rum (2 oz light or dark)', 'Lemon-lime soda (4 oz)', 'Lemon (1)']"
315,Rum Runner,Alcoholic,Punch / Party Drink,Cocktail glass,Mix all ingredients in glass & add ice.,"['Malibu rum', 'Blackberry brandy', 'Orange juice', 'Pineapple juice', 'Cranberry juice']","['1 1/2 oz ', '1 oz ', '3-4 oz ', '3-4 oz ', '3-4 oz ']","['Malibu rum (1 1/2 oz)', 'Blackberry brandy (1 oz)', 'Orange juice (3-4 oz)', 'Pineapple juice (3-4 oz)', 'Cranberry juice (3-4 oz)']"
316,Rusty Nail,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,"['Scotch', 'Drambuie', 'Lemon peel']","['1 1/2 oz ', '1/2 oz ', '1 twist of ']","['Scotch (1 1/2 oz)', 'Drambuie (1/2 oz)', 'Lemon peel (1 twist of)']"
317,Red Snapper,Alcoholic,Shot,Old-fashioned glass,"One shot each, shake n shoot","['Crown Royal', 'Amaretto', 'Cranberry juice']","['1 shot ', '1 shot ', '1 shot ']","['Crown Royal (1 shot)', 'Amaretto (1 shot)', 'Cranberry juice (1 shot)']"
318,Royal Bitch,Alcoholic,Shot,Shot glass,Into a shot glass layer the Crown Royal on top of the Frangelico.,"['Frangelico', 'Crown Royal']","['1 part ', '1 part ']","['Frangelico (1 part)', 'Crown Royal (1 part)']"
319,Royal Flush,Alcoholic,Shot,Old-fashioned glass,Pour all the ingredients into tumbler over ice. Strain into glass.,"['Crown Royal', 'Peach schnapps', 'Chambord raspberry liqueur', 'Cranberry juice']","['1 1/2 oz ', '1 oz ', '1/2 oz ', '1 oz ']","['Crown Royal (1 1/2 oz)', 'Peach schnapps (1 oz)', 'Chambord raspberry liqueur (1/2 oz)', 'Cranberry juice (1 oz)']"
320,Rum Cobbler,Alcoholic,Ordinary Drink,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.","['Sugar', 'Club soda', 'Lemon', 'Dark rum', 'Maraschino cherry', 'Orange']","['1 tsp superfine ', '3 oz ', '1 ', '2 oz ', '1 ', '1 ']","['Sugar (1 tsp superfine)', 'Club soda (3 oz)', 'Lemon (1)', 'Dark rum (2 oz)', 'Maraschino cherry (1)', 'Orange (1)']"
321,Ruby Tuesday,Alcoholic,Cocktail,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,"['Gin', 'Cranberry juice', 'Grenadine']","['2 oz ', '5 oz ', '2 splashes ']","['Gin (2 oz)', 'Cranberry juice (5 oz)', 'Grenadine (2 splashes)']"
322,Rail Splitter,Non alcoholic,Cocktail,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,"['Sugar syrup', 'Lemon juice', 'Ginger ale']","['2 tsp ', None, None]","['Sugar syrup (2 tsp)', 'Lemon juice', 'Ginger ale']"
323,Rosemary Blue,Alcoholic,Cocktail,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.","['Gin', 'Blue Curacao', 'Tonic Water', 'Rosemary']","['50 ml', '15 ml', '100 ml', 'Garnish with']","['Gin (50 ml)', 'Blue Curacao (15 ml)', 'Tonic Water (100 ml)', 'Rosemary (Garnish with)']"
